股票代码	股票名称	研报标题	评级	机构	18年预测收益	19年预测收益	研报时间
600872	中炬高新	全年稳健增长，Q2业绩有望超预期	增持	华泰证券	0.76	0.91	5月21日
002466	天齐锂业	拟投资SQM23.77%股权，长期战略意义不言而喻	增持	长江证券	2.56	3.24	5月21日
002376	新北洋	"综合能力提升超预期,智能终端大时代领跑者"	买入	国盛证券	0.69	1.03	5月21日
300118	东方日升	技术为王，市场供应链逐步完善	增持	中信建投	0.93	1.09	5月24日
300613	富瀚微	卡位视频处理芯片优质赛道，享千亿智能安防市场	增持	国信证券	2.64	3.53	5月24日
000887	中鼎股份	新能源业务获特斯拉认可，可转债加码主业	买入	西南证券	1.07	1.25	5月24日
601607	上海医药	工业迎积极变化，估值具提升空间	买入	国泰君安	1.4	1.59	5月22日
300124	汇川技术	布局新能源汽车，打造业绩新增长极	买入	国泰君安	0.79	0.95	5月22日
002673	西部证券	投行、投资业务拖累业绩，自营业务贡献度进一步提升	持有	信达证券	0.22	0.26	5月22日
002851	麦格米特	“麦”向新时代，“格”外精彩	买入	新时代	0.83	1.18	5月28日
300012	华测检测	华测检测首次覆盖报告：国内第三方检测龙头，志存高远打造长跑冠军	增持	新时代	0.16	0.22	5月28日
603359	东珠景观	美丽中国践行者，高成长的湿地修复龙头	买入	中信建投	1.49	2.26	5月23日
300437	清水源	主业扩产两倍，剑指工业水药剂龙头	买入	华泰证券	1.11	1.34	5月23日
601117	中国化学	油价上行促产业链复苏，业绩进入V型复苏通道	买入	国金证券	0.56	0.88	5月23日
300012	华测检测	参股浙江检测国企，尽享国有改制红利	-	华泰证券	0.16	0.26	5月25日
600803	新奥股份	Santos拒绝港湾要约收购，体现资产质量好，符合股东利益	买入	太平洋	1.1	1.43	5月25日
000596	古井贡酒	冲刺百亿年，业绩潜力大，继续强烈推荐	买入	招商证券	3.17	4.2	5月25日
300595	欧普康视	OK镜稀缺标的，量价齐升空间宽广	买入	东北证券	0.89	1.17	6月5日
300212	易华录	公司深度报告：数据湖业务进入发展期，公司业绩有望迎来高增长	增持	渤海证券	0.9	1.33	6月5日
002441	众业达	首次覆盖：电气分销商有望放大下游需求回暖效应	买入	国泰君安	0.46	0.53	6月5日
002020	京新药业	卡巴拉汀获批，精神类管线布局逐步完善	买入	东方证券	0.48	0.64	6月5日
002831	裕同科技	与您一同，有何不同	买入	招商证券	2.73	3.37	6月7日
300470	日机密封	被低估的机械密封龙头，产能逐步进入释放期	买入	招商证券	1.75	2.34	6月7日
600682	南京新百	生物医疗大健康龙头，舰队正式起航	增持	招商证券	0.92	1.03	6月7日
600682	南京新百	事件点评：重组收购资产获批通过，在医疗健康领域又下一城	增持	渤海证券	0.84	0.97	6月7日
600383	金地集团	拿地额占销售额超七成、累计增速持续改善	增持	安信证券	1.75	1.81	6月8日
600048	保利地产	公司快报：5月销售增速超四成、拿地成本可控	买入	安信证券	1.64	1.89	6月8日
300687	赛意信息	股权激励聚集人心，业务发展快速推进	买入	东北证券	0.89	1.14	6月4日
300203	聚光科技	调研简报：聚焦发展高端仪器，高研发投入提升产品竞争力	买入	中原证券	1.3	1.65	6月4日
600588	用友网络	减持计划靴子落地，继续看好公司推动企业数字化转型	增持	新时代	0.44	0.57	6月4日
002582	好想你	调研简报：好想你本部改善，百草味爆品可期	买入	国海证券	0.37	0.53	5月29日
603611	诺力股份	深度报告：主业触底反弹，智能装备多元驱动	买入	东兴证券	1.17	1.44	5月29日
002441	众业达	动态研究：收入和利润率齐增，分销龙头迈入高增速新阶段	买入	国海证券	0.52	0.66	5月30日
601138	工业富联	精密制造航母，展望稳定	买入	群益证券	0.88	1.02	5月30日
601933	永辉超市	云创股东新增明星创投，科技发力开启新生态征程！	买入	天风证券	0.26	0.35	5月23日
600498	烽火通信	推大范围股权激励，助力ICT转型	增持	财通证券	0.88	1.16	5月23日
600271	航天信息	白马插上数据翅膀，普惠金融业务崛起、再造新蓝筹	增持	新时代	0.88	1.11	5月18日
300673	佩蒂股份	深度报告：对比婴幼儿奶粉行业看中国宠物食品行业的发展趋势	买入	长江证券	1.93	2.62	5月21日
600426	华鲁恒升	二季度产品价格继续强势，业绩有望持续超预期	买入	招商证券	1.65	1.98	5月21日
601607	上海医药	1类新药获批临床，工业板块估值有待提升	买入	中信建投	1.42	1.64	5月21日
600623	华谊集团	醋酸价格持续上涨，业绩有望超预期	增持	西南证券	1.23	1.3	5月21日
603005	晶方科技	股权结构进一步理顺，芯片3D化趋势助力公司高成长	增持	方正证券	0.59	0.84	5月21日
300662	科锐国际	掘金“一带一路”，人力资源先行	买入	国信证券	0.54	0.78	5月24日
600114	东睦股份	进击的粉末冶金工艺匠人	买入	国信证券	0.61	0.75	5月24日
300568	星源材质	隔膜领军企业，重回高增长轨道	买入	中信建投	1.1	1.7	5月24日
600196	复星医药	艾司西酞普兰通过一致性评价，后续更多品种有望陆续跟进	买入	中泰证券	1.53	1.81	5月22日
600919	江苏银行	江苏银行首次覆盖报告：深耕中小企业，资产质量修复	买入	国泰君安	1.14	1.28	5月22日
300476	胜宏科技	受益行业景气，产能快速扩张	买入	东吴证券	0.6	0.89	5月28日
300607	拓斯达	"""机器换人""步伐加快，自动化大趋势下的小而美公司"	增持	东吴证券	1.62	2.42	5月28日
002435	长江润发	拟剥离电梯导轨业务 坚定转型医药健康产业	增持	上海证券	0.76	0.9	5月23日
002896	中大力德	传动技术专家，减速器明日之星	增持	上海证券	1.15	1.56	5月23日
601607	上海医药	收购天普26.34%股权，工业板块实力大幅增强	买入	东北证券	1.36	1.55	5月23日
000062	深圳华强	持续整合优质资产，打造本土电子分销巨头	买入	招商证券	0.89	1.11	5月25日
600351	亚宝药业	深度报告：营销改革初见成效，核心产品贴膏再显峥嵘	买入	广证恒生	0.36	0.48	5月25日
002376	新北洋	18年PE仅24X，面向全领域的无人自助终端领军	买入	申万宏源	0.63	0.76	6月5日
601398	工商银行	行业龙头的 “跨越”，迈向 “强行”的路径	增持	中信建投	0.85	0.93	6月5日
600718	东软集团	创新业务梳理及估值再探讨	买入	华泰证券	0.45	0.6	6月5日
601155	新城控股	2018年5月销售点评：销售强劲、融资通畅，继续稳居行业前十	买入	华创证券	4.44	5.78	6月5日
300699	光威复材	调研简报：国内碳纤维龙头，受益进口替代趋势业绩发展进入快车道	买入	国海证券	0.96	1.24	6月6日
300548	博创科技	拟收购成都迪谱，布局10GPON	增持	华泰证券	1.04	1.46	6月6日
300003	乐普医疗	A股的激流勇进者：产品迭代颠覆成长周期率，心血管平台形成闭环生态	买入	天风证券	-	-	6月6日
000818	航锦科技	上半年业绩预增约300%，化工现金牛助推军工电子龙头亮剑	买入	天风证券	0.74	0.86	6月6日
600104	上汽集团	自主品牌带来利润增长潜力，行业机遇、公司实力保驾护航	增持	中邮证券	3.3	3.7	6月8日
002696	百洋股份	百洋股份首次覆盖报告：产业转型升级布局数字艺术教育，双轮驱动推进业绩增长	增持	新时代	0.83	1.05	6月8日
600498	烽火通信	烽火通信之烽火星空：被忽视的信息安全国家队	-	方正证券	0.82	1.01	6月8日
300145	中金环境	调研简报：制造+咨询快速发展，布局高毛利危废处置	-	国开证券	0.67	0.86	6月4日
300383	光环新网	公司基本面不变，中长期机会已现	增持	华泰证券	0.51	0.74	6月4日
002317	众生药业	深度报告：营销、研发与外延三驾马车驱动公司战略转型	增持	东莞证券	0.56	0.63	5月29日
300376	易事特	深度报告：UPS、光伏、充电桩多点开花	增持	东莞证券	0.35	0.4	5月29日
002503	搜于特	深度报告：业绩保持较快增长 持续推进转型	增持	东莞证券	0.27	0.32	5月29日
600297	广汇汽车	深度研究：扩张模式可持续，利润结构趋优化	买入	东方财富证券	0.62	0.73	5月30日
300510	金冠电气	重大事项点评：配套募资完成报价复牌，18年望成公司转型元年	增持	华创证券	1.18	1.48	5月30日
603886	元祖股份	调研简报：中高端消费拉动增长，期待公司节庆销售确认	增持	国海证券	0.96	1.07	5月30日
002050	三花智控	家电产业链加固绩，新能源汽车增强未来结构弹性	买入	国盛证券	0.76	0.95	5月23日
603517	绝味食品	调研简报：渠道下沉仍有万店市场可开发，规模效应期间费率望持续下行	买入	国海证券	1.54	1.88	5月23日
300595	欧普康视	拟增资眼镜厂形成产品协同效应	买入	财通证券	1.65	2.23	5月23日
300662	科锐国际	重大资产重组获批，国际化征程开启	增持	申万宏源	0.51	0.6	5月18日
603208	江山欧派	深度绑定地产商，实现业绩腾飞	买入	中泰证券	2.27	3.43	5月18日
600600	青岛啤酒	换帅催化改善，高温有望提升消费	买入	中泰证券	1.32	1.736	5月18日
600760	中航沈飞	股权激励计划推出，中长期发展信心足	买入	东兴证券	0.64	0.81	5月17日
002557	洽洽食品	聚焦新品，收入边际改善明显	增持	华创证券	0.74	0.86	5月21日
603630	拉芳家化	内外兼修拥抱消费升级，民族日化龙头加速崛起	买入	西南证券	1.03	1.23	5月21日
002262	恩华药业	限制性股票激励计划出炉 助力未来业绩增长	买入	招商证券	0.45	0.57	5月21日
603338	浙江鼎力	国际化战略不受短期因素影响	买入	招商证券	1.54	2.07	5月21日
600498	烽火通信	2018年股权激励草案点评：实施股权激励，强化业绩释放预期	买入	光大证券	0.9	1.11	5月21日
300373	扬杰科技	走出国际的二极管龙头，高端功率器件业务步入快车道	增持	中信建投	0.76	0.94	5月24日
300508	维宏股份	加强高精度研发技术投入，提高公司核心竞争力	买入	中信建投	1.7	1.9	5月24日
300737	科顺股份	防水材料卡位龙头，借力上市高速成长	增持	中信建投	0.49	0.71	5月24日
002751	易尚展示	公司首次覆盖报告：沉睡的3D独角兽已苏醒	买入	国泰君安	0.97	1.4	5月22日
300340	科恒股份	科恒股份首次覆盖报告：产能提升促锂电正极材料高增长，浩能有望成为锂电前段设备龙头	增持	新时代	1.76	2.84	5月22日
600438	通威股份	品质受单晶龙头认可，硅料产能获订单充分保障	买入	西南证券	0.64	0.96	5月28日
601888	中国国旅	免税航母出港，千亿蓝海任遨游	买入	财通证券	1.76	2.12	5月23日
600438	通威股份	硅料供需紧张或至2020年底	买入	国泰君安	0.6	0.94	5月23日
300212	易华录	电子车牌首单落地，验证公司竞争优势	买入	国泰君安	0.92	1.52	5月23日
002557	洽洽食品	结构优化迎合消费升级，新品开拓落实战略布局	增持	国元证券	0.71	0.82	5月23日
300101	振芯科技	员工激励计划草案推出，积极信号明显	增持	东兴证券	0.18	0.27	5月25日
601966	玲珑轮胎	深度报告：国产轮胎的破局者	买入	东兴证券	1.16	1.49	5月25日
002262	恩华药业	丁二酸齐洛那平获批临床，进一步丰富公司精麻类产品线	买入	东吴证券	0.48	0.59	5月25日
002507	涪陵榨菜	市场推广添亮点，旺季将至经营趋势向好	买入	申万宏源	0.75	0.94	6月5日
000786	北新建材	龙头稳固扩张成本优势，行业景气助力业绩高	买入	国金证券	1.96	2.22	6月5日
601155	新城控股	5月经营数据点评：高成长房企典范，拿地下沉优势凸显	买入	光大证券	3.56	4.35	6月6日
002321	华英农业	肉鸭行业景气，“世界鸭王”再起航！	买入	天风证券	0.38	0.49	6月6日
603018	中设集团	省内省外双轮滚动，全过程咨询、EPC模式全面开花	买入	天风证券	1.25	1.66	6月6日
600487	亨通光电	海洋市场空间大，公司发力有望进入全球第一梯队	买入	天风证券	2.42	3.22	6月6日
600196	复星医药	中国生物药龙头，奇点临近！	买入	国金证券	-	-	6月8日
603337	杰克股份	收购意大利VBM进展顺利，切入牛仔服装自动化设备领域在即，维持“买入”评级	买入	申万宏源	2.26	2.86	6月8日
600466	蓝光发展	土储结构优化，盈利修复可期	买入	华泰证券	1.14	1.63	6月4日
600337	美克家居	转型成效显现，家居龙头王者归来	买入	华泰证券	0.28	0.37	6月4日
002439	启明星辰	安全运营签订天津市，二季度收入有望开始回暖	买入	东吴证券	0.66	0.86	6月3日
300455	康拓红外	航天五院资产注入，智能装备平台腾	买入	国金证券	0.202	0.283	5月29日
300750	宁德时代	新股分析：动力独角兽致力于全球新能源一流解决方案	买入	中原证券	1.5	2.04	5月29日
002304	洋河股份	重大事件快评：新江苏市场拓展顺利，产品提价叠加升级换代助力腾飞	买入	国信证券	5.46	6.7	5月29日
000034	神州数码	携手全球云计算巨头，收购启行教育业务版图再延展	买入	安信证券	0.85	0.99	5月30日
601607	上海医药	重大事项点评：上海医药收购天普生化，发挥协同互补效应	增持	华创证券	1.52	1.73	5月23日
